dB/dw(f,omega) = -1/pi * Im[S(f,omega)].

Nucleus: Yb 160.
Parametrization of the Lagrangian: DD-PC1.
Ground state deformation beta = +0.220.
Isovector J = 1, K = 0 excitation.
Gamma smearing = 1.000 [MeV].
Fully self-consistent response.

n0f = 16(17) oscillator shells for large(small) spinor component.
Gaussian quadrature mesh: NGH = 48, NGL = 48.
Oscillator basis deformation beta0 = +0.300.
Coulomb included in calculation.  
Pairing included in calculation.  


 omega [MeV]           dB/dw(f,omega) [e^2fm^2/MeV]   S(f,omega) [e^2fm^2/MeV]                  rel. residual error
 0.229000000E+02       0.127599465E+00                0.159648246E+01 + -0.400865543E+00 i      0.584E-06                         
 0.230000000E+02       0.123735012E+00                0.157504108E+01 + -0.388725005E+00 i      0.593E-06                         
 0.231000000E+02       0.120119091E+00                0.155383180E+01 + -0.377365253E+00 i      0.817E-06                         
 0.232000000E+02       0.116753373E+00                0.153292854E+01 + -0.366791539E+00 i      0.648E-06                         
 0.233000000E+02       0.113634399E+00                0.151241462E+01 + -0.356992994E+00 i      0.749E-06                         
 0.234000000E+02       0.110751859E+00                0.149237900E+01 + -0.347937227E+00 i      0.871E-06                         
 0.235000000E+02       0.108087336E+00                0.147290908E+01 + -0.339566382E+00 i      0.968E-06                         
 0.236000000E+02       0.105614099E+00                0.145408121E+01 + -0.331796479E+00 i      0.810E-06                         
 0.237000000E+02       0.103298269E+00                0.143595091E+01 + -0.324521082E+00 i      0.768E-06                         
 0.238000000E+02       0.101101660E+00                0.141854561E+01 + -0.317620231E+00 i      0.925E-06                         
 0.239000000E+02       0.989848531E-01                0.140186217E+01 + -0.310970087E+00 i      0.834E-06                         
 0.240000000E+02       0.969101655E-01                0.138586865E+01 + -0.304452264E+00 i      0.759E-06                         
 0.241000000E+02       0.948437061E-01                0.137050837E+01 + -0.297960290E+00 i      0.764E-06                         
 0.242000000E+02       0.927564479E-01                0.135570411E+01 + -0.291402975E+00 i      0.799E-06                         
 0.243000000E+02       0.906251269E-01                0.134136000E+01 + -0.284707233E+00 i      0.866E-06                         
 0.244000000E+02       0.884339493E-01                0.132736275E+01 + -0.277823446E+00 i      0.958E-06                         
 0.245000000E+02       0.861773021E-01                0.131358619E+01 + -0.270733979E+00 i      0.668E-06                         
 0.246000000E+02       0.838621090E-01                0.129990228E+01 + -0.263460585E+00 i      0.698E-06                         
 0.247000000E+02       0.815085005E-01                0.128619803E+01 + -0.256066506E+00 i      0.731E-06                         
 0.248000000E+02       0.791470371E-01                0.127239237E+01 + -0.248647750E+00 i      0.784E-06                         
 0.249000000E+02       0.768134782E-01                0.125844676E+01 + -0.241316659E+00 i      0.852E-06                         
 0.250000000E+02       0.745427265E-01                0.124436583E+01 + -0.234182882E+00 i      0.919E-06                         
 0.251000000E+02       0.723639138E-01                0.123018924E+01 + -0.227337940E+00 i      0.977E-06                         
 0.252000000E+02       0.702976836E-01                0.121597927E+01 + -0.220846686E+00 i      0.582E-06                         
 0.253000000E+02       0.683555512E-01                0.120180812E+01 + -0.214745297E+00 i      0.608E-06                         
 0.254000000E+02       0.665406830E-01                0.118774809E+01 + -0.209043721E+00 i      0.656E-06                         
 0.255000000E+02       0.648493958E-01                0.117386442E+01 + -0.203730385E+00 i      0.693E-06                         
 0.256000000E+02       0.632728281E-01                0.116021103E+01 + -0.198777452E+00 i      0.725E-06                         
 0.257000000E+02       0.617986408E-01                0.114682787E+01 + -0.194146156E+00 i      0.768E-06                         
 0.258000000E+02       0.604127883E-01                0.113374008E+01 + -0.189792372E+00 i      0.746E-06                         
