grid_index,q_bohr_inv,theta_deg,theta_rad,qx_bohr_inv,qy_bohr_inv,qz_bohr_inv,state,excitation_energy_eV,amp_cos,amp_sin,strength
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,6,13.134244278463646,-0.0012001844254932094,-6.1529001248505144e-12,1.440442655196465e-06
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,7,13.987379164703443,-9.293043251568733e-13,-0.010095757734098664,0.00010192432422561299
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,8,13.987379164704198,6.891136081057417e-12,-0.015496432979222381,0.00024013943507953105
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,9,14.627113026715655,1.6121653317341072e-13,-1.4293926641664493e-10,2.0431659874499166e-20
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,10,15.474927381001192,4.923400431186641e-13,-0.029161177156283125,0.0008503742531401287
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,11,16.694032611807582,-9.567932055997821e-11,-1.7491303213613725e-12,9.157591839700175e-21
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,12,16.966418124622876,-0.00164009661017383,-1.9029466893005277e-11,2.6899168907036886e-06
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,13,17.036546647825844,4.6296733458912985e-12,-1.8862646521570075e-12,2.4991869627633328e-23
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,14,17.03654664784861,4.3778525766786965e-11,-1.2284363615544276e-12,1.918068374207619e-21
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,15,17.05320327059592,0.00028650767021652364,-1.4640342927535606e-12,8.208664509290027e-08
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,16,17.053203270617626,0.0009364990530507363,-9.08117839630337e-13,8.770304763649258e-07
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,17,17.76622138238341,6.087613337960237e-11,-4.667802180051414e-13,3.706121499023059e-21
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,18,18.825760908026602,-3.346795307749567e-13,-6.630301951500906e-10,4.396091516911555e-19
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,19,18.923821923349376,0.0006135197024512878,5.484397334166638e-12,3.764064252959167e-07
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,20,20.3060660028183,-2.0395322098144137e-13,0.02328499157038588,0.0005421908324329414
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,21,23.757108846036733,-4.184281203927672e-12,-1.8197509882564864e-13,1.7541324130135015e-23
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,22,23.75710884604802,-1.0872604131798763e-11,-2.3576103703743035e-11,6.740461864564536e-22
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,23,23.84422923633635,-3.342940745119643e-05,-2.4768292529341038e-12,1.1175252825381134e-09
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,24,23.844229236379192,0.0002297289871985854,3.2976415953708696e-11,5.2775407559288895e-08
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,25,24.180005762923916,4.021363048330052e-13,3.0978025181896703e-10,9.596396613063029e-20
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,26,24.18000576292419,5.725716370459713e-13,1.405912376661157e-10,1.9766223946769783e-20
